"Lower Super Output Area (LSOA)","Name","Indices of Deprivation (ID) domains and indicators - Index of Multiple Deprivation Score(2007)","Indices of Deprivation (ID) domains and indicators - Index of Multiple Deprivation Score(2010)","Indices of Deprivation (ID) domains and indicators - Index of Multiple Deprivation Rank(2007)","Indices of Deprivation (ID) domains and indicators - Index of Multiple Deprivation Rank(2010)","Indices of Deprivation (ID) domains and indicators - Income Domain Score(2007)","Indices of Deprivation (ID) domains and indicators - Income Domain Score(2010)","Indices of Deprivation (ID) domains and indicators - Income Domain Rank(2007)","Indices of Deprivation (ID) domains and indicators - Income Domain Rank(2010)","Indices of Deprivation (ID) domains and indicators - Employment, Domain Score(2007)","Indices of Deprivation (ID) domains and indicators - Employment, Domain Score(2010)","Indices of Deprivation (ID) domains and indicators - Employment, Domain Rank(2007)","Indices of Deprivation (ID) domains and indicators - Employment, Domain Rank(2010)","Indices of Deprivation (ID) domains and indicators - Health Deprivation and Disability, Domain Score(2007)","Indices of Deprivation (ID) domains and indicators - Health Deprivation and Disability, Domain Score(2010)","Indices of Deprivation (ID) domains and indicators - Health Deprivation and Disability, Domain Rank(2007)","Indices of Deprivation (ID) domains and indicators - Health Deprivation and Disability, Domain Rank(2010)","Indices of Deprivation (ID) domains and indicators - Education Skills and Training, Domain Score(2007)","Indices of Deprivation (ID) domains and indicators - Education Skills and Training, Domain Score(2010)","Indices of Deprivation (ID) domains and indicators - Education Skills and Training, Domain Rank(2007)","Indices of Deprivation (ID) domains and indicators - Education Skills and Training, Domain Rank(2010)","Indices of Deprivation (ID) domains and indicators - Barriers to Housing and Service, Domain Score(2007)","Indices of Deprivation (ID) domains and indicators - Barriers to Housing and Service, Domain Score(2010)","Indices of Deprivation (ID) domains and indicators - Barriers to Housing and Service, Domain Rank(2007)","Indices of Deprivation (ID) domains and indicators - Barriers to Housing and Service, Domain Rank(2010)","Indices of Deprivation (ID) domains and indicators - Crime, Domain Score(2007)","Indices of Deprivation (ID) domains and indicators - Crime, Domain Score(2010)","Indices of Deprivation (ID) domains and indicators - Crime, Domain Rank(2007)","Indices of Deprivation (ID) domains and indicators - Crime, Domain Rank(2010)","Indices of Deprivation (ID) domains and indicators - Living Environment, Domain Score(2007)","Indices of Deprivation (ID) domains and indicators - Living Environment, Domain Score(2010)","Indices of Deprivation (ID) domains and indicators - Living Environment, Domain Rank(2007)","Indices of Deprivation (ID) domains and indicators - Living Environment, Domain Rank(2010)","Indices of Deprivation (ID) domains and indicators - Indoors (Living Environment), Sub domain Score(2007)","Indices of Deprivation (ID) domains and indicators - Indoors (Living Environment), Sub domain Score(2010)","Indices of Deprivation (ID) domains and indicators - Indoors (Living Environment), Sub domain Rank(2007)","Indices of Deprivation (ID) domains and indicators - Indoors (Living Environment), Sub domain Rank(2010)","Indices of Deprivation (ID) domains and indicators - Outdoors (Living Environment), Sub domain Score(2007)","Indices of Deprivation (ID) domains and indicators - Outdoors (Living Environment), Sub domain Score(2010)","Indices of Deprivation (ID) domains and indicators - Outdoors (Living Environment), Sub domain Rank(2007)","Indices of Deprivation (ID) domains and indicators - Outdoors (Living Environment), Sub domain Rank(2010)","Indices of Deprivation (ID) domains and indicators - Geographical Barriers to Services subdomain Score(2007)","Indices of Deprivation (ID) domains and indicators - Geographical Barriers to Services subdomain Score(2010)","Indices of Deprivation (ID) domains and indicators - Geographical Barriers to Services subdomain Rank(2007)","Indices of Deprivation (ID) domains and indicators - Geographical Barriers to Services subdomain Rank(2010)","Indices of Deprivation (ID) domains and indicators - Wider Barriers to Housing subdomain Score(2007)","Indices of Deprivation (ID) domains and indicators - Wider Barriers to Housing subdomain Score(2010)","Indices of Deprivation (ID) domains and indicators - Wider Barriers to Housing subdomain Rank(2007)","Indices of Deprivation (ID) domains and indicators - Wider Barriers to Housing subdomain Rank(2010)","Indices of Deprivation (ID) domains and indicators - Children / Young people (Education Skills and Training), Sub domain Score(2007)","Indices of Deprivation (ID) domains and indicators - Children / Young people (Education Skills and Training), Sub domain Score(2010)","Indices of Deprivation (ID) domains and indicators - Children / Young people (Education Skills and Training), Sub domain Rank(2007)","Indices of Deprivation (ID) domains and indicators - Children / Young people (Education Skills and Training), Sub domain Rank(2010)","Indices of Deprivation (ID) domains and indicators - Adult Skills, Sub domain Score(2007)","Indices of Deprivation (ID) domains and indicators - Adult Skills, Sub domain Score(2010)","Indices of Deprivation (ID) domains and indicators - Adult Skills, Sub domain Rank(2007)","Indices of Deprivation (ID) domains and indicators - Adult Skills, Sub domain Rank(2010)","Indices of Deprivation (ID) domains and indicators - IDACI Score(2007)","Indices of Deprivation (ID) domains and indicators - IDACI Score(2010)","Indices of Deprivation (ID) domains and indicators - IDACI Rank(2007)","Indices of Deprivation (ID) domains and indicators - IDACI Rank(2010)","Indices of Deprivation (ID) domains and indicators - IDAOPI Score(2007)","Indices of Deprivation (ID) domains and indicators - IDAOPI Score(2010)","Indices of Deprivation (ID) domains and indicators - IDAOPI Rank(2007)","Indices of Deprivation (ID) domains and indicators - IDAOPI Rank(2010)","Indices of Deprivation (ID) domains and indicators - Index of Multiple Deprivation England Percentile(2010)","Indices of Deprivation (ID) domains and indicators - Index of Multiple Deprivation England Quintile(2010)","Indices of Deprivation (ID) domains and indicators - Income Domain England Percentile(2010)","Indices of Deprivation (ID) domains and indicators - Income Domain England Quintile(2010)","Indices of Deprivation (ID) domains and indicators - Employment, England Percentile (2010)","Indices of Deprivation (ID) domains and indicators - Employment, Domain Quantile(2010)","Indices of Deprivation (ID) domains and indicators - Health Deprivation and Disability, Domain England Percentile(2010)","Indices of Deprivation (ID) domains and indicators - Health Deprivation and Disability, Domain England Quintile(2010)","Indices of Deprivation (ID) domains and indicators - Education Skills and Training, Domain England Percentile(2010)","Indices of Deprivation (ID) domains and indicators - Education Skills and Training, Domain England Quintile(2010)","Indices of Deprivation (ID) domains and indicators - Barriers to Housing and Service, Domain England Percentile(2010)","Indices of Deprivation (ID) domains and indicators - Barriers to Housing and Service, Domain England Quintile(2010)","Indices of Deprivation (ID) domains and indicators - Crime, Domain England Percentile(2010)","Indices of Deprivation (ID) domains and indicators - Crime, Domain England Quintile(2010)","Indices of Deprivation (ID) domains and indicators - Living Environment, Domain England Percentile(2010)","Indices of Deprivation (ID) domains and indicators - Living Environment, Domain England Quintile(2010)","Indices of Deprivation (ID) domains and indicators - Indoors (Living Environment), Sub domain England Percentile(2010)","Indices of Deprivation (ID) domains and indicators - Indoors (Living Environment), Sub domain England Quintile(2010)","Indices of Deprivation (ID) domains and indicators - Outdoors (Living Environment), Sub domain England Percentile(2010)","Indices of Deprivation (ID) domains and indicators - Outdoors (Living Environment), Sub domain England Quintile(2010)","Indices of Deprivation (ID) domains and indicators - Geographical Barriers to Services subdomain England England Percentile(2010)","Indices of Deprivation (ID) domains and indicators - Geographical Barriers to Services subdomain England Quintile(2010)","Indices of Deprivation (ID) domains and indicators - Wider Barriers to Housing subdomain England Percentile(2010)","Indices of Deprivation (ID) domains and indicators - Wider Barriers to Housing subdomain England Quintile(2010)","Indices of Deprivation (ID) domains and indicators - Children / Young people (Education Skills and Training), Sub domain England Percentile(2010)","Indices of Deprivation (ID) domains and indicators - Children / Young people (Education Skills and Training), Sub domain England Quintile(2010)","Indices of Deprivation (ID) domains and indicators - Adult Skills, Sub domain England Percentile(2010)","Indices of Deprivation (ID) domains and indicators - Adult Skills, Sub domain England Quintile(2010)","Indices of Deprivation (ID) domains and indicators - IDACI England Percentile(2010)","Indices of Deprivation (ID) domains and indicators - IDACI England Quintile(2010)","Indices of Deprivation (ID) domains and indicators - IDAOPI England Percentile(2010)","Indices of Deprivation (ID) domains and indicators - IDAOPI England Quintile(2010)",
"E01016998","Withdean E01016998","5.92","6.64","28901","28244","0.05","0.05","27591","28152","0.04","0.05","29072","26013","-0.73","-0.36","25483","21071","4.87","4.29","27191","27920","24.75","26.79","11428","9760","-0.86","-0.86","27445","27574","9.29","3.59","23414","30372","3.49","3.49","NaN","27844","20.88","3.78","NaN","27490","-0.08","20.29","NaN","13198","6.31","33.29","NaN","7313","0.51","5.14","NaN","25891","3.43","3.43","NaN","27922","0.06","0.05","26387","27154","0.07","0.06","29076","29761","87","5","0.9","5","80","5","65","4","86","5","30","2","85","5","94","5","86","5","85","5","41","3","23","2","80","4","86.0%","5","84","5","92","5",
"E01016999","Withdean E01016999","7.66","7.95","26805","26658","0.03","0.03","30566","30339","0.05","0.04","26598","29023","-0.64","-0.37","24492","21201","5.62","4.74","26291","27380","28.31","29.96","8396","7196","-0.46","-0.45","22724","22856","14.58","15.66","17889","17251","6.55","6.55","NaN","24326","30.64","33.88","NaN","7119","0.63","39.42","NaN","5505","6.98","20.50","NaN","13070","0.09","5.24","NaN","25784","4.25","4.25","NaN","26927","0.04","0.04","29796","29847","0.06","0.06","30596","30110","82","5","0.9","5","89","5","65","4","84","5","22","2","70","4","53","3","75","4","22","2","17","1","40","3","79","4","82.9%","5","92","5","93","5",
"E01017000","Withdean E01017000","12.99","15.04","20297","18214","0.10","0.10","18444","17774","0.06","0.07","20921","18275","-0.21","0.13","18966","14143","3.77","2.52","28518","30017","30.77","32.53","6635","5531","-0.61","-0.70","24693","25931","21.73","23.54","12741","11663","23.94","23.94","NaN","11198","17.32","22.74","NaN","11819","0.28","29.73","NaN","8612","4.93","35.34","NaN","6656","0.56","2.42","NaN","29191","2.61","2.61","NaN","28949","0.12","0.11","18806","20238","0.14","0.16","19406","16867","56","3","0.5","3","56","3","44","3","92","5","17","1","80","4","36","2","35","2","36","2","27","2","21","2","90","5","89.1%","5","62","4","52","3",
"E01017001","Withdean E01017001","8.76","7.97","25417","26632","0.04","0.03","29961","31486","0.04","0.04","29510","29004","-0.70","-0.48","25182","22697","1.00","0.68","31781","32050","34.82","34.71","4251","4382","0.26","-0.26","12448","20226","10.65","12.42","21870","20320","7.22","7.22","NaN","23612","17.51","22.81","NaN","11782","0.41","30.16","NaN","8441","0.96","39.26","NaN","5546","0.68","0.32","NaN","32023","1.04","1.04","NaN","31024","0.04","0.03","30049","31115","0.08","0.05","28123","31039","82","5","1.0","5","89","5","70","4","99","5","14","1","62","4","63","4","73","4","36","2","26","2","17","1","99","5","95.5%","5","96","5","96","5",
"E01017002","Withdean E01017002","11.44","13.80","22005","19481","0.07","0.08","22793","21308","0.06","0.07","23908","19952","-0.44","0.15","22132","13745","1.52","1.35","31233","31360","31.79","32.09","5945","5792","-0.40","-0.34","21889","21250","26.60","21.99","10126","12548","26.97","26.97","NaN","9762","25.85","12.02","NaN","19088","0.28","26.75","NaN","9859","0.69","37.42","NaN","6042","0.63","0.36","NaN","31972","2.34","2.34","NaN","29295","0.13","0.14","18279","17255","0.08","0.09","27854","26300","60","4","0.7","4","61","4","42","3","97","5","18","1","65","4","39","2","30","2","59","3","30","2","19","1","98","5","90.2%","5","53","3","81","5",
"E01017003","Withdean E01017003","15.03","15.27","18180","18005","0.09","0.08","18994","21562","0.09","0.09","14922","14084","-0.22","0.30","19119","11773","1.88","1.26","30791","31464","32.71","33.03","5380","5252","-0.41","-0.98","22002","28515","22.57","19.47","12228","14216","25.88","25.88","NaN","10258","15.96","6.65","NaN","24219","0.09","20.62","NaN","13003","1.95","45.44","NaN","4139","0.86","0.70","NaN","31491","1.81","1.81","NaN","29995","0.08","0.04","23460","28781","0.14","0.13","19392","20034","55","3","0.7","4","43","3","36","2","97","5","16","1","88","5","44","3","32","2","75","4","40","3","13","1","97","5","92.3%","5","89","5","62","4",
"E01017004","Withdean E01017004","20.41","21.43","13585","12926","0.13","0.12","15049","14813","0.09","0.11","13637","11563","0.08","0.46","14919","9585","1.65","2.92","31068","29535","28.01","28.23","8628","8564","0.09","-0.17","14870","18837","50.81","43.83","2468","3960","49.91","49.91","NaN","3333","52.61","31.66","NaN","7882","-0.79","3.78","NaN","27495","0.87","52.68","NaN","2906","1.04","3.40","NaN","27961","2.44","2.44","NaN","29173","0.17","0.11","15173","20210","0.21","0.24","12025","10197","40","2","0.5","3","36","2","30","2","91","5","26","2","58","3","12","1","10","1","24","2","85","5","9","1","86","5","89.8%","5","62","4","31","2",
"E01017005","Withdean E01017005","12.69","10.90","20608","22843","0.08","0.06","21031","24230","0.07","0.07","19470","19948","-0.13","0.00","17820","15992","2.18","1.60","30449","31090","24.38","23.54","11751","12824","-0.48","-0.95","22957","28260","32.25","26.04","7733","10336","32.94","32.94","NaN","7434","30.88","12.24","NaN","18905","-0.78","3.46","NaN","27884","3.55","43.62","NaN","4514","0.81","2.40","NaN","29225","0.81","0.81","NaN","31350","0.09","0.06","22581","26290","0.12","0.12","22164","21275","70","4","0.7","4","61","4","49","3","96","5","40","2","87","5","32","2","23","2","58","3","86","5","14","1","90","5","96.5%","5","81","5","66","4",
"E01017006","Withdean E01017006","16.44","14.23","16847","18976","0.11","0.10","16915","17871","0.08","0.06","17590","22158","-0.19","0.10","18715","14509","3.88","1.96","28381","30658","28.44","28.37","8290","8472","0.12","-0.49","14513","23310","36.13","33.16","6357","7254","39.62","39.62","NaN","5453","29.14","20.25","NaN","13216","-0.59","5.47","NaN","25519","6.63","51.26","NaN","3118","1.01","2.80","NaN","28713","1.13","1.13","NaN","30908","0.17","0.15","14587","16404","0.18","0.17","14969","16097","58","3","0.6","3","68","4","45","3","94","5","26","2","72","4","22","2","17","1","41","3","79","4","10","1","88","5","95.2%","5","51","3","50","3",
"E01017007","Woodingdean E01017007","32.21","31.97","7291","7356","0.27","0.25","5422","5947","0.15","0.13","6634","8530","0.49","0.78","9577","6109","42.35","42.93","4726","4572","29.77","29.57","7345","7506","-0.16","-0.24","18589","19851","17.87","20.02","15286","13837","17.52","17.52","NaN","14937","18.57","25.00","NaN","10672","-0.18","12.81","NaN","18432","45.58","46.33","NaN","3966","0.88","46.73","NaN","3890","39.12","39.12","NaN","5581","0.38","0.34","5617","6641","0.28","0.31","7342","6551","23","2","0.2","1","26","2","19","1","14","1","23","2","61","4","43","3","46","3","33","2","57","3","12","1","12","1","17.2%","1","20","2","20","2",
"E01017008","Woodingdean E01017008","12.40","13.28","20927","20066","0.09","0.09","19084","18886","0.08","0.07","17720","20134","-0.25","0.05","19480","15229","18.37","22.91","14478","11673","21.12","21.04","15174","15393","-0.61","-0.68","24650","25697","6.57","8.75","26726","24340","4.90","4.90","NaN","26164","9.90","16.45","NaN","15668","-0.52","8.07","NaN","22744","18.48","34.01","NaN","7076","0.53","27.57","NaN","9502","18.26","18.26","NaN","14453","0.13","0.14","17689","17457","0.12","0.13","22521","20010","62","4","0.6","3","62","4","47","3","36","2","47","3","79","4","75","4","81","5","48","3","70","4","22","2","29","2","44.5%","3","54","3","62","4",
"E01017009","Woodingdean E01017009","17.42","19.11","15962","14666","0.12","0.13","16196","14530","0.08","0.09","16597","13762","0.03","0.48","15650","9403","22.04","20.56","12106","13029","31.53","30.87","6107","6569","-0.20","-0.87","19163","27625","9.26","7.58","23456","25765","8.28","8.28","NaN","22537","11.21","6.20","NaN","24712","0.17","21.43","NaN","12535","15.70","40.31","NaN","5280","0.71","12.74","NaN","18488","28.37","28.37","NaN","9159","0.14","0.21","16905","12678","0.14","0.14","19731","18892","45","3","0.4","3","42","3","29","2","40","3","20","2","85","5","79","4","69","4","76","4","39","2","16","1","57","3","28.2%","2","39","2","58","3",
"E01017010","Woodingdean E01017010","11.36","12.55","22088","20898","0.08","0.08","22217","20758","0.06","0.08","22871","17464","-0.32","-0.06","20499","16886","18.94","14.63","14068","17407","22.48","22.64","13701","13722","-0.08","-0.19","17489","19109","8.24","5.51","24716","28238","5.24","5.24","NaN","25783","14.24","6.06","NaN","24859","-0.20","13.72","NaN","17702","23.07","31.56","NaN","7919","0.45","14.44","NaN","17137","14.81","14.81","NaN","16857","0.12","0.12","19007","18620","0.07","0.07","29255","28875","64","4","0.6","4","54","3","52","3","54","3","42","3","59","3","87","5","79","4","77","4","55","3","24","2","53","3","51.9%","3","57","3","89","5",
"E01017011","Woodingdean E01017011","34.55","35.07","6447","6197","0.28","0.26","5269","5428","0.12","0.14","9557","7350","0.85","1.12","5665","3288","54.28","47.32","2551","3667","35.59","34.88","3872","4315","-0.29","-0.55","20439","24191","14.75","9.16","17736","23876","12.25","12.25","NaN","18896","19.77","2.99","NaN","28468","0.11","17.98","NaN","14633","61.71","51.78","NaN","3040","1.02","47.79","NaN","3696","46.85","46.85","NaN","3867","0.39","0.38","5413","5427","0.23","0.26","10555","9086","19","1","0.2","1","23","2","10","1","11","1","13","1","75","4","74","4","58","3","88","5","45","3","9","1","11","1","11.9%","1","17","1","28","2",
"E01017012","Woodingdean E01017012","19.51","18.47","14308","15201","0.14","0.12","13808","15159","0.08","0.08","16202","15837","0.06","0.37","15164","10716","24.49","20.92","10802","12808","31.42","31.45","6189","6195","-0.09","-0.55","17594","24137","14.62","9.72","17854","23195","9.61","9.61","NaN","21244","24.64","9.94","NaN","20932","0.27","26.26","NaN","10082","22.04","36.65","NaN","6264","0.60","14.90","NaN","16795","26.94","26.94","NaN","9774","0.21","0.17","12654","14722","0.14","0.16","19063","17603","47","3","0.5","3","49","3","33","2","39","2","19","1","74","4","71","4","65","4","64","4","31","2","19","1","52","3","30.1%","2","45","3","54","3",
"064","England","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN",
"J","South East","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN",
